x,y
190387.87241743814,553267.9014183653
190387.87241743814,553267.9014183653
190387.87241743814,553267.9014183653
190387.87241743814,553267.9014183653
190387.87241743814,553267.9014183653
190387.87241743814,553267.9014183653
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190385.99362106828,553265.5864678951
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190384.11482656142,553263.271519418
190382.2360282362,553260.9565708892
190382.2360282362,553260.9565708892
190382.2360282362,553260.9565708892
190382.2360282362,553260.9565708892
190382.2360282362,553260.9565708892
190382.2360282362,553260.9565708892
190381.77322549067,553260.3863303754
190381.77322549067,553260.3863303754
190381.77322549067,553260.3863303754
190381.77322549067,553260.3863303754
190381.77322549067,553260.3863303754
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190380.35723189317,553258.6416186333
190378.47843546234,553256.3266702171
190378.47843546234,553256.3266702171
190378.47843546234,553256.3266702171
190378.47843546234,553256.3266702171
190378.47843546234,553256.3266702171
190378.47843546234,553256.3266702171
190380.16262602666,553253.6423049716
190380.16262602666,553253.6423049716
190380.16262602666,553253.6423049716
190380.16262602666,553253.6423049716
190376.59963906524,553254.0117199501
190376.59963906524,553254.0117199501
190378.27616943352,553251.317932421
190378.27616943352,553251.317932421
190378.27616943352,553251.317932421
190378.27616943352,553251.317932421
190378.27616943352,553251.317932421
190378.27616943352,553251.317932421
190374.72084083428,553251.6967658583
190374.72084083428,553251.6967658583
190374.72084083428,553251.6967658583
190374.72084083428,553251.6967658583
190376.3897052087,553248.9935597436
190376.3897052087,553248.9935597436
190376.3897052087,553248.9935597436
190376.3897052087,553248.9935597436
190376.3897052087,553248.9935597436
190372.8420462461,553249.3818195082
190372.8420462461,553249.3818195082
190372.8420462461,553249.3818195082
190372.8420462461,553249.3818195082
190372.8420462461,553249.3818195082
190372.2562611263,553248.66004884
190372.2562611263,553248.66004884
190372.2562611263,553248.66004884
190371.288976435,553247.4614508497
190371.288976435,553247.4614508497
190371.288976435,553247.4614508497
190371.288976435,553247.4614508497
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190370.32169174094,553246.2628528686
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190368.44265582634,553243.9340804857
190366.56362316993,553241.6053114227
190366.56362316993,553241.6053114227
190366.56362316993,553241.6053114227
190366.56362316993,553241.6053114227
190366.56362316993,553241.6053114227
190366.20978240832,553241.1667805103
190366.20978240832,553241.1667805103
190366.20978240832,553241.1667805103
190366.20978240832,553241.1667805103
190366.20978240832,553241.1667805103
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190364.3267617592,553238.8476171619
190362.4471228658,553236.5321148782
190362.4471228658,553236.5321148782
190362.4471228658,553236.5321148782
190362.4471228658,553236.5321148782
190362.4471228658,553236.5321148782
190359.92982513696,553238.3344251036
190359.92982513696,553238.3344251036
190359.92982513696,553238.3344251036
190359.92982513696,553238.3344251036
190359.92982513696,553238.3344251036
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190358.03616140888,553236.0301666275
190356.43210658073,553234.0783116659
190356.43210658073,553234.0783116659
190356.43210658073,553234.0783116659
190356.43210658073,553234.0783116659
190356.14249720954,553233.7259079368
190356.14249720954,553233.7259079368
190356.14249720954,553233.7259079368
190354.96641550388,553232.3125657508
190354.96641550388,553232.3125657508
190354.96641550388,553232.3125657508
190354.96641550388,553232.3125657508
190354.96641550388,553232.3125657508
190354.96641550388,553232.3125657508
190353.23901018497,553230.2712456818
190353.23901018497,553230.2712456818
190353.23901018497,553230.2712456818
190353.23901018497,553230.2712456818
190353.23901018497,553230.2712456818
190353.23901018497,553230.2712456818
190353.0794043545,553229.987948913
190353.0794043545,553229.987948913
190351.51160485955,553228.2299256278
190351.51160485955,553228.2299256278
190351.51160485955,553228.2299256278
190351.51160485955,553228.2299256278
190351.51160485955,553228.2299256278
190351.51160485955,553228.2299256278
190351.1923931961,553227.6633321235
190351.1923931961,553227.6633321235
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190349.7841995299,553226.1886056198
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190348.05679419375,553224.1472856344
190346.32938885785,553222.1059656887
190346.32938885785,553222.1059656887
190346.32938885785,553222.1059656887
190344.66366266913,553220.893743887
190344.66366266913,553220.893743887
190344.66366266913,553220.893743887
190344.66366266913,553220.893743887
190344.66366266913,553220.893743887
190344.66366266913,553220.893743887
190342.9979364898,553219.6815221136
190342.9979364898,553219.6815221136
190342.9979364898,553219.6815221136
190342.9979364898,553219.6815221136
190341.12151021155,553218.6321869858
190341.12151021155,553218.6321869858
190341.12151021155,553218.6321869858
190341.12151021155,553218.6321869858
190341.12151021155,553218.6321869858
190341.12151021155,553218.6321869858
190339.24508394295,553217.5828518708
190339.24508394295,553217.5828518708
190337.2511128712,553217.0256274528
190337.2511128712,553217.0256274528
190337.2511128712,553217.0256274528
190337.2511128712,553217.0256274528
190337.2511128712,553217.0256274528
190337.2511128712,553217.0256274528
190335.2571418084,553216.4684030439
190335.2571418084,553216.4684030439
190333.0763694895,553216.3820981089
190333.0763694895,553216.3820981089
190333.0763694895,553216.3820981089
190333.0763694895,553216.3820981089
190333.0763694895,553216.3820981089
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190328.53866140216,553217.6426382033
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190326.18172563112,553218.9894832066
190324.1369423407,553220.4414648489
190324.1369423407,553220.4414648489
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190323.91699734644,553220.6652985888
190321.79889907053,553222.1918914451
190321.79889907053,553222.1918914451
190321.79889907053,553222.1918914451
190321.65226907408,553222.3411139369
190321.65226907408,553222.3411139369
190321.65226907408,553222.3411139369
190321.65226907408,553222.3411139369
190321.65226907408,553222.3411139369
190321.65226907408,553222.3411139369
190319.46085581018,553223.9423180029
190319.46085581018,553223.9423180029
190319.46085581018,553223.9423180029
190319.46085581018,553223.9423180029
190319.38754080955,553224.0169292496
190319.38754080955,553224.0169292496
190319.38754080955,553224.0169292496
190319.38754080955,553224.0169292496
190319.38754080955,553224.0169292496
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190317.12281255284,553225.692744534
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190314.73412946644,553227.4867428079
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190312.34408030353,553229.2765463839
190309.94936537585,553231.0541363326
190309.94936537585,553231.0541363326
190309.94936537585,553231.0541363326
190309.94936537585,553231.0541363326
190309.94936537585,553231.0541363326
190309.94936537585,553231.0541363326
190308.17193508547,553228.1350397083
190308.67435978024,553232.0001702798
190308.67435978024,553232.0001702798
190308.67435978024,553232.0001702798
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190305.77646636422,553229.9140217187
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190303.38144244408,553231.6925679415
190300.98644035013,553233.4710947033
190300.98644035013,553233.4710947033
190300.98644035013,553233.4710947033
190300.98644035013,553233.4710947033
190300.98644035013,553233.4710947033
190300.98644035013,553233.4710947033
190299.28051440435,553234.0387161523
190299.08606253428,553234.4065924117
190298.8603965565,553234.756185014
190298.59142780473,553235.2496197829
