x,y
263.873618104,-244.979299446
258.26044924099466,-264.7933449241397
258.00214376364085,-263.19541106402653
258.06338173276157,-263.4979736223297
259.1536820334458,-263.4275685959287
259.0648731229126,-262.5989472634046
259.71825464901616,-261.69404458333736
260.41531436844843,-260.9923173984735
261.26244635024887,-260.1278506535658
262.8877816471012,-259.12493311065185
263.1008368378651,-258.2228630337386
263.97246897811027,-257.0613977265589
265.1930723999528,-255.56238999051706
266.4655232634733,-253.9636712399548
267.6442242462807,-252.15467292684102
269.4606888790113,-249.7230076835041
271.36665174934535,-248.6648720130399
271.95965266809924,-246.03680974412907
273.48783887847003,-244.49100128028508
275.34925217129194,-242.5258775302844
277.62383321094313,-240.6747161828357
278.6681712257513,-239.0507117846979
280.71843252656043,-236.9272756354454
282.18624374165677,-234.78002245722078
283.43362219673577,-232.5087724790039
285.53585371666173,-230.73669995113116
287.0395089776593,-228.7425735928043
288.36472027508603,-227.09524433077343
290.476864943613,-224.0687199843933
291.7812195589517,-222.29364307834692
293.36574767904557,-220.08251646931333
295.30147620816626,-217.90024431098158
297.7305188568893,-216.1799499799476
298.28986274002415,-213.19295472722055
300.029724041251,-212.34485501727522
301.5569220217962,-209.9578021679832
303.5722453724404,-206.9189759787477
305.6706664400951,-205.36090429824378
307.17024183203307,-203.688887773374
308.5354144585976,-201.28205207575132
310.1177287314858,-199.77585153758457
312.4446758388256,-197.17636182938156
313.78104762585775,-195.89176205922547
315.9330391979356,-192.79490767314365
317.1214140325055,-190.25477734686194
318.7931435553096,-188.7843704989891
320.6953220503878,-186.49326553529198
322.53170463733915,-184.55825322738687
324.34978801792624,-182.71572759413573
325.42301538611014,-180.34752056673463
327.49302575063376,-178.57865825439458
329.080119516025,-177.19810612412672
330.96102589894184,-173.91366265661748
332.85626458827744,-171.4364981533026
334.01546950147673,-170.11897991016906
335.96390210084496,-167.83449328373098
337.5647703383688,-165.43492458067843
339.2997425622451,-163.85324398245828
340.6562803795014,-162.23570000852638
343.05320923669325,-159.76465448005993
344.57292415416237,-157.31076014123
345.69497533053146,-155.7878065260906
347.39513645803595,-152.4834086171492
