x,y
-757.7175994866593,309.8718731963527
-757.7175994866593,309.8718731963527
-755.2265911013419,310.5637012305888
-755.2265911013419,310.5637012305888
-755.2265911013419,310.5637012305888
-755.2265911013419,310.5637012305888
-752.7355826897146,311.2555292808902
-752.7355826897146,311.2555292808902
-753.2948545191794,313.80811756129697
-750.1694661785914,312.7680553724276
-750.1694661785914,312.7680553724276
-750.8192863445329,315.5009862140505
-748.3561969238981,313.84392436526105
-748.3490602114362,317.184501573116
-748.3490602114362,317.184501573116
-748.3490602114362,317.184501573116
-748.3490602114362,317.184501573116
-745.9928770104489,318.78658551713306
-745.9928770104489,318.78658551713306
-745.9928770104489,318.78658551713306
-745.9928770104489,318.78658551713306
-743.5077380317271,320.46620535061084
-743.5077380317271,320.46620535061084
-743.5070958597244,320.4666396384346
-743.5070958597244,320.4666396384346
-741.0232425396862,322.1481634867596
-741.0232425396862,322.1481634867596
-741.0186050310331,322.1513028518748
-741.0186050310331,322.1513028518748
-738.8007397784277,323.6545916567775
-738.8007397784277,323.6545916567775
-738.8007397784277,323.6545916567775
-738.8007397784277,323.6545916567775
-736.3408359945934,325.35955627276417
-736.3408359945934,325.35955627276417
-736.3408359945934,325.35955627276417
-736.3408359945934,325.35955627276417
-734.0981829866541,326.91703548726946
-734.0981829866541,326.91703548726946
-734.0981829866541,326.91703548726946
-734.0981829866541,326.91703548726946
-731.6374701253844,328.60121017836354
-731.6374701253844,328.60121017836354
-731.6374701253844,328.60121017836354
-731.6374701253844,328.60121017836354
-729.176749617578,330.2853850613101
-729.176749617578,330.2853850613101
-729.176749617578,330.2853850613101
-728.568563431927,330.70164263332117
-725.8441525357084,327.9686995482989
-725.5261150501792,328.17456164038595
-725.5261150501792,328.17456164038595
-723.0004861220259,329.78941685289465
-723.0004861220259,329.78941685289465
-723.0004861220259,329.78941685289465
-723.0004861220259,329.78941685289465
-720.4751984540089,331.40377174354944
-720.4751984540089,331.40377174354944
-720.4751984540089,331.40377174354944
-720.4751984540089,331.40377174354944
-718.1994565811074,332.85846813281387
-718.1994565811074,332.85846813281387
-718.1994565811074,332.85846813281387
-718.1994565811074,332.85846813281387
-715.6906910237631,334.4795566532048
-715.6906910237631,334.4795566532048
-715.6906910237631,334.4795566532048
-714.107136384835,335.5028002166873
-714.107136384835,335.5028002166873
-714.107136384835,335.5028002166873
-711.5961390527555,337.1375026168753
-711.5961390527555,337.1375026168753
-711.5961390527555,337.1375026168753
-711.5961390527555,337.1375026168753
-709.7575702469221,338.325038246483
-709.7575702469221,338.325038246483
-707.9338296638343,339.23411001884233
-707.9338296638343,339.23411001884233
-706.1738700315364,340.0135065748109
-706.1738700315364,340.0135065748109
-704.819498290879,340.6114060037289
-704.819498290879,340.6114060037289
-703.3080587018521,341.2066503791357
-701.9494167195116,341.61476554036926
-700.5269280344837,341.9149468603064
-699.6764633328894,342.0370714388773
-698.1440641104018,342.2117239030995
-695.7862433620503,342.04092559337005
-693.22859922711,341.64436272708554
-691.3732732192911,341.1193300576633
-689.5179472009077,340.5942973903366
-689.5179472009077,340.5942973903366
-686.737184677495,339.77044772382214
-684.8622901428789,339.19532730630453
-680.5858162712138,336.84153561109997
-680.5858162712138,336.84153561109997
-678.1842365348894,335.06286428719613
-676.9684430983216,334.1585768114528
-674.8093106900233,331.23803134497575
-673.8659716731527,329.22177344772354
-672.9226326724347,327.20551552940015
-672.9226326724347,327.20551552940015
-670.5269198570932,325.41707942427456
-668.9661639426376,324.2519461075062
-666.5468999608602,322.4557520076851
-665.341852555448,321.5626217668396
-664.1368051471545,320.6694915034095
-659.195578761155,320.981181536823
-659.3402232063709,317.08732288461033
-656.7931283826365,319.20348313220165
-654.3905898906123,317.4259467949378
-651.9874508451212,315.6486940958057
-649.5853617544526,313.87237655874196
-647.1822739686359,312.0953821005751
-644.7787161507767,310.3176346094333
-641.2471140299931,307.70664361331
-638.8317532972906,305.9227496077292
-636.4171092680663,304.1399065961814
-634.0026325311519,302.357306057027
-632.7953922136112,301.4660039072842
-629.7713265048114,299.2310246828929
-626.1543932444656,296.555323197761
-622.5368417440222,293.8787191898082
-620.1250633018972,292.09420303955994
-616.5047206313939,289.41945617811143
-613.1885645564362,286.9683754764483
-610.7756977030258,285.18452328946296
-607.1562464180934,282.5085077887852
-604.4149894595212,280.48065174291696
-602.0081445011783,278.70387299430877
-599.6012704798668,276.92864087645285
-597.1967474803569,275.1556047430713
-594.7904003760959,273.38122305462457
-592.3858773548745,271.60818684906553
-589.9822162602104,269.8342657539979
-587.5764559363779,268.0557680130223
-582.9465524078005,264.6309853353523
-580.5351996518912,262.84655819695763
-578.1278513483012,261.0652947277049
-575.9750613536053,259.4726132586584
-572.368085709797,256.8018754270379
-568.761108138151,254.13113755432278
-566.3491680813786,252.3451332674813
-562.7424837414183,249.67405901024904
-559.1295850431961,246.99834154490236
-555.4144675790048,244.24413782604825
-553.0021943712381,242.45180840350076
-549.3978201804166,239.77201397963654
-546.9678806027696,237.96512866383273
-543.3452027337516,235.27112760105956
-542.1374796303171,234.37445199608192
-538.5289708264063,231.69693903394364
-537.3225590894763,230.80111291378125
-533.6834779659875,228.0974999185637
-531.2861118040346,226.31511320187565
-528.8780818558771,224.52480465664848
-525.2752381621867,221.84648209242005
-524.0697606433714,220.95054632066604
-520.4655660676253,218.2766855041482
-519.2606204225922,217.38279467765096
-516.8574116924319,215.5999675501589
-515.4294812134358,214.54065225159138
-513.0311789658917,212.75927709790267
-510.6332273838525,210.97538032897137
-508.2368483230712,209.19151868754852
-505.8367862959749,207.40490087997023
-505.8373441894837,203.39031244804937
-503.440352511785,205.62097929862648
-501.0403134068365,203.83436474939663
-498.6519420570294,202.05032858988125
-496.9949887196599,200.8095336647457
-495.7524626737468,199.87846043894388
-493.36708376555544,198.08979969473876
-492.9884394821602,197.80591716293566
-490.5907067863336,196.02141979536827
-490.5907067863336,196.02141979536827
-488.1869768258075,194.23258579815592
-485.7851344361152,192.45363670228835
-485.7851344361152,192.45363670228835
-483.38263111094784,190.67475017174002
-483.38263111094784,190.67475017174002
-480.98051370117537,188.89617780691333
-480.98051370117537,188.89617780691333
-480.98051370117537,188.89617780691333
-478.586953643553,187.11683157076914
-478.586953643553,187.11683157076914
-476.8878617878545,185.852239808788
-476.88786155188063,185.85223981449235
-474.5507466744057,184.13344215545658
-474.5507466744057,184.13344215545658
-474.5507466744057,184.13344215545658
-472.2136315446587,182.41464446533791
-472.2136315446587,182.41464446533791
-472.2136315446587,182.41464446533791
-469.8765164075776,180.69584674693033
-469.8765164075776,180.69584674693033
-467.5394012631914,178.97704898381926
-467.5394012631914,178.97704898381926
-467.5394012631914,178.97704898381926
-465.20228610471895,177.25825119532965
-465.20228610471895,177.25825119532965
