,x,y
291,190516.317816127,553070.661948252
292,190516.317816127,553070.661948252
293,190513.971170197,553072.358423445
294,190513.600466832,553076.706394553
295,190513.600466832,553076.706394553
296,190511.244657004,553078.388814198
297,190511.244657004,553078.388814198
298,190508.888847212,553080.071233801
299,190508.888847212,553080.071233801
300,190506.533037429,553081.753653379
301,190506.533037429,553081.753653379
302,190504.153842283,553082.009387902
303,190504.153842283,553082.009387902
304,190501.999609556,553083.635805685
305,190501.809942785,553083.998202769
306,190499.465608147,553086.800911879
307,190499.465608147,553086.800911879
308,190497.091193194,553088.302469966
309,190497.091193194,553088.302469966
310,190493.80900801,553088.813762045
311,190493.80900801,553088.813762045
312,190492.398178966,553091.848170073
313,190492.398178966,553091.848170073
314,190490.04236926,553093.5305894
315,190490.04236926,553093.5305894
316,190487.686559565,553095.213008694
317,190487.686559565,553095.213008694
318,190485.330749885,553096.895427955
319,190485.330749885,553096.895427955
320,190482.974940209,553098.577847173
321,190480.619130546,553100.26026636
322,190480.619130546,553100.26026636
323,190478.263320899,553101.942685514
324,190478.263320899,553101.942685514
325,190475.907511258,553103.625104633
326,190475.907511258,553103.625104633
327,190473.55170163,553105.30752372
328,190471.195892014,553106.989942765
329,190471.195892014,553106.989942765
330,190468.7301723,553108.830767409
331,190468.7301723,553108.830767409
332,190466.332466419,553110.616468481
333,190464.776440528,553111.775305635
334,190462.380480348,553113.559502894
335,190462.380480348,553113.559502894
336,190459.974659246,553115.351043141
337,190457.578698956,553117.135240745
338,190457.578698956,553117.135240745
339,190454.249582507,553117.491502299
340,190453.880255373,553119.087795208
341,190452.375196539,553121.011212737
342,190451.031713038,553122.010547504
343,190448.875393359,553123.616323376
344,190447.670612195,553124.510079957
345,190446.465831032,553125.403836521
346,190444.05627068,553127.191346813
347,190442.851491448,553128.085102676
348,190441.646712218,553128.978858532
349,190439.237151134,553130.766370403
350,190438.024399393,553131.660047436
351,190436.81164765,553132.553724458
352,190434.394876544,553134.331503152
353,190433.186491233,553135.220392514
354,190430.769721229,553136.998170705
355,190429.561336536,553137.887059521
356,190428.352950626,553138.77594937
357,190425.936180043,553140.553727647
358,190424.72779537,553141.44261607
359,190421.993130962,553143.466708567
360,190421.993130962,553143.466708567
361,190419.585075301,553145.257390182
362,190418.38104733,553146.152729604
363,190417.177019362,553147.048069014
364,190415.423980606,553148.344083366
365,190413.020711745,553150.121587214
366,190410.617440978,553151.899091472
367,190410.617440978,553151.899091472
368,190408.214171195,553153.67659475
369,190406.246934989,553155.130539913
370,190405.04021137,553156.021995828
371,190402.63337073,553157.803854462
372,190401.428381097,553158.69765256
373,190400.223391459,553159.591450642
374,190399.018401584,553160.48524912
375,190397.813411707,553161.379047599
376,190395.403432922,553163.166644537
377,190393.707830867,553164.423437065
378,190392.010391508,553165.681591042
379,190392.010391508,553165.681591042
380,190389.634346189,553167.442195809
381,190387.219813112,553169.231322276
382,190387.219813112,553169.231322276
383,190384.824524329,553171.006187279
384,190383.884613187,553171.702650442
385,190383.884613187,553171.702650442
386,190381.490199913,553173.479376386
387,190379.206499726,553175.173949774
388,190379.206499726,553175.173949774
389,190377.953936201,553176.103389098
390,190376.701372672,553177.032828426
391,190374.306959906,553178.809554126
392,190373.616828021,553179.321649775
393,190373.616828021,553179.321649775
394,190371.274801628,553181.067746374
395,190368.932775248,553182.813842946
396,190368.932775248,553182.813842946
397,190366.590748873,553184.559939492
398,190366.590748873,553184.559939492
399,190364.248722514,553186.306035987
400,190364.248722514,553186.306035987
401,190361.906696164,553188.052132448
402,190361.906696164,553188.052132448
403,190361.906696164,553188.052132448
404,190359.56466982,553189.79822888
405,190359.56466982,553189.79822888
406,190357.22264349,553191.544325275
407,190357.22264349,553191.544325275
408,190354.880617163,553193.290421635
409,190354.880617163,553193.290421635
410,190352.53859085,553195.036517958
411,190352.53859085,553195.036517958
412,190350.196564547,553196.782614235
413,190347.56074928,553196.955703355
414,190347.56074928,553196.955703355
415,190346.900063208,553197.560520614
416,190344.492171148,553199.374612223
417,190344.492171148,553199.374612223
418,190343.170485701,553202.020902876
419,190343.170485701,553202.020902876
420,190340.828459434,553203.766999021
421,190340.828459434,553203.766999021
422,190338.48643318,553205.513095127
423,190337.55052949,553205.82478196
424,190336.667268387,553206.400689914
425,190334.209292448,553206.741782699
426,190333.802380702,553209.005287233
427,190331.460354478,553210.751383235
428,190331.460354478,553210.751383235
429,190329.118328264,553212.49747919
430,190329.118328264,553212.49747919
431,190326.77630206,553214.243575121
432,190324.434275865,553215.989671014
433,190324.434275865,553215.989671014
434,190322.092249679,553217.735766868
435,190322.092249679,553217.735766868
436,190319.750223504,553219.48186269
437,190317.40819734,553221.227958473
438,190317.40819734,553221.227958473
439,190315.066171183,553222.974054216
440,190313.771328565,553223.945036834
441,190311.270929672,553225.82060166
442,190310.065373398,553226.725183855
443,190308.171935085,553228.135039708
444,190305.776466364,553229.914021719
445,190303.381442444,553231.692567942
446,190303.381442444,553231.692567942
447,190299.720505833,553232.441604635
448,190298.860396557,553234.756185014
449,190296.196430489,553237.028146149
450,190295.096798451,553237.84472834
451,190293.801417306,553238.8066729
452,190291.406420243,553240.585188893
453,190288.131516431,553243.017123766
454,190285.721181415,553244.80556978
455,190284.516013976,553245.699789913
456,190282.105682934,553247.48822927
457,190279.695351839,553249.276671459
458,190277.28501879,553251.065116419
459,190274.833810671,553252.883887446
460,190272.4230342,553254.671747773
461,190270.012253955,553256.459606068
462,190263.986651425,553260.929277031
463,190261.576675129,553262.718237705
464,190259.166699805,553264.507197878
465,190253.141760329,553268.979598852
466,190250.73178699,553270.768557039
467,190247.748712359,553272.982937814
468,190244.135972133,553275.66496593
469,190240.519927721,553278.342531058
470,190238.110353106,553280.125846247
471,190228.478394429,553287.247481746
472,190194.436603166,553312.4727479
