,0,1
0,-760.7672036866588,308.4424053063558
1,-760.7672036866588,308.4424053063558
2,-758.2761953013414,309.1342333405919
3,-758.2761953013414,309.1342333405919
4,-758.2761953013414,309.1342333405919
5,-758.2761953013414,309.1342333405919
6,-755.7851868897142,309.8260613908933
7,-755.7851868897142,309.8260613908933
8,-755.7851868897142,309.8260613908933
9,-756.3444587191789,312.3786496713001
10,-753.2190703785909,311.33858748243074
11,-753.2190703785909,311.33858748243074
12,-753.8688905445324,314.0715183240536
13,-753.8688905445324,314.0715183240536
14,-751.4058011238976,312.41445647526416
15,-751.3986644114357,315.7550336831191
16,-751.3986644114357,315.7550336831191
17,-751.3986644114357,315.7550336831191
18,-751.3986644114357,315.7550336831191
19,-749.0424812104484,317.3571176271362
20,-749.0424812104484,317.3571176271362
21,-749.0424812104484,317.3571176271362
22,-749.0424812104484,317.3571176271362
23,-746.5573422317266,319.03673746061395
24,-746.5573422317266,319.03673746061395
25,-746.5567000597239,319.0371717484377
26,-746.5567000597239,319.0371717484377
27,-744.0728467396857,320.7186955967627
28,-744.0728467396857,320.7186955967627
29,-744.0682092310326,320.7218349618779
30,-744.0682092310326,320.7218349618779
31,-741.8503439784272,322.2251237667806
32,-741.8503439784272,322.2251237667806
33,-741.8503439784272,322.2251237667806
34,-741.8503439784272,322.2251237667806
35,-739.3904401945929,323.9300883827673
36,-739.3904401945929,323.9300883827673
37,-739.3904401945929,323.9300883827673
38,-739.3904401945929,323.9300883827673
39,-737.1477871866537,325.4875675972726
40,-737.1477871866537,325.4875675972726
41,-737.1477871866537,325.4875675972726
42,-737.1477871866537,325.4875675972726
43,-734.687074325384,327.17174228836666
44,-734.687074325384,327.17174228836666
45,-734.687074325384,327.17174228836666
46,-734.687074325384,327.17174228836666
47,-732.2263538175775,328.8559171713132
48,-732.2263538175775,328.8559171713132
49,-732.2263538175775,328.8559171713132
50,-731.6181676319266,329.2721747433243
51,-731.6181676319266,329.2721747433243
52,-728.8937567357079,326.539231658302
53,-728.5757192501787,326.74509375038906
54,-729.1700155287272,330.9449725673476
55,-726.0500903220254,328.35994896289776
56,-726.0500903220254,328.35994896289776
57,-726.0500903220254,328.35994896289776
58,-726.0500903220254,328.35994896289776
59,-723.5248026540085,329.97430385355256
60,-723.5248026540085,329.97430385355256
61,-723.5248026540085,329.97430385355256
62,-723.5248026540085,329.97430385355256
63,-721.2490607811069,331.429000242817
64,-721.2490607811069,331.429000242817
65,-721.2490607811069,331.429000242817
66,-721.2490607811069,331.429000242817
67,-718.7402952237626,333.0500887632079
68,-718.7402952237626,333.0500887632079
69,-718.7402952237626,333.0500887632079
70,-717.1567405848346,334.07333232669043
71,-717.1567405848346,334.07333232669043
72,-717.1567405848346,334.07333232669043
73,-714.645743252755,335.7080347268784
74,-714.645743252755,335.7080347268784
75,-714.645743252755,335.7080347268784
76,-714.645743252755,335.7080347268784
77,-712.9024306372321,336.8480880506977
78,-712.8071744469216,336.89557035648613
79,-710.9834338638339,337.80464212884544
80,-710.9834338638339,337.80464212884544
81,-709.2234742315359,338.584038684814
82,-709.2234742315359,338.584038684814
83,-707.8691024908785,339.18193811373203
84,-707.8691024908785,339.18193811373203
85,-706.3576629018517,339.7771824891388
86,-704.9990209195112,340.1852976503724
87,-703.5765322344832,340.4854789703095
88,-702.7260675328889,340.60760354888043
89,-702.7260675328889,340.60760354888043
90,-701.1936683104013,340.7822560131026
91,-698.8358475620498,340.61145770337316
92,-698.8358475620498,340.61145770337316
93,-696.2782034271095,340.21489483708865
94,-696.2782034271095,340.21489483708865
95,-694.4228774192907,339.68986216766643
96,-694.4228774192907,339.68986216766643
97,-692.5675514009072,339.1648295003397
98,-692.5675514009072,339.1648295003397
99,-689.7867888797355,338.34097983382526
100,-689.7867888797355,338.34097983382526
