,0,1
0,126.88517220211818,37.581367265760726
1,126.88519028905044,37.581383256716975
2,126.88519028905044,37.581383256716975
3,126.88519028905044,37.581383256716975
4,126.88519028905044,37.581383256716975
5,126.885196979509,37.58135064654029
6,126.88521592938973,37.58136953226056
7,126.88521592938973,37.58136953226056
8,126.88521592938973,37.58136953226056
9,126.88522175689428,37.58133402731431
10,126.88524156971974,37.58135580779828
11,126.88524156971974,37.58135580779828
12,126.88524901844308,37.581318116603754
13,126.88524901844308,37.581318116603754
14,126.88526370098086,37.58130949251433
15,126.88526370098086,37.58130949251433
16,126.88527838351526,37.58130086842301
17,126.88527838351526,37.58130086842301
18,126.8852947846624,37.5812912348636
19,126.8852947846624,37.5812912348636
20,126.88531118580534,37.58128160130178
21,126.88532987026426,37.58127062657785
22,126.88532987026426,37.58127062657785
23,126.88534855471774,37.58125965185079
24,126.88534855471774,37.58125965185079
25,126.88536360063436,37.58125081429532
26,126.8853820072159,37.58124347831624
27,126.88539060520563,37.581246883138036
28,126.88539981507536,37.581249050857636
29,126.8854000365208,37.58122941285065
30,126.88542267825899,37.581216113704436
31,126.88542267825899,37.581216113704436
32,126.88544934735927,37.581200448968076
33,126.8854493473678,37.58120044896449
34,126.88546315196345,37.58119234308042
35,126.88547695655605,37.581184237194634
36,126.88547695655605,37.581184237194634
37,126.88550420692181,37.58116827530496
38,126.88550420692181,37.58116827530496
39,126.88553155175293,37.58115225614785
40,126.88553155175293,37.58115225614785
41,126.88555879219652,37.58113629811965
42,126.88555879219652,37.58113629811965
43,126.88558608768821,37.58112027138107
44,126.88558608768821,37.58112027138107
45,126.88561340601692,37.58110422626087
46,126.88562179265251,37.58109929244587
47,126.88563545096778,37.58109125592637
48,126.88564910928028,37.5810832194052
49,126.88566276759022,37.581075182881825
50,126.88567642589777,37.58106714635675
51,126.88569008419937,37.581059109829404
52,126.88570374249815,37.581051073300394
53,126.88571741701182,37.58104303704632
54,126.88573109152262,37.58103500079053
55,126.88574475786208,37.5810269728888
56,126.88575842419873,37.5810189449854
57,126.8857857440329,37.5810028773711
58,126.88579670566213,37.58099642280286
59,126.8858223761862,37.580981221824096
60,126.8858223761862,37.580981221824096
61,126.8858478960582,37.58096611298881
62,126.8858478960582,37.58096611298881
63,126.88587500125551,37.58095008269208
64,126.88589235965375,37.58093989889176
65,126.88590604545416,37.580931887096746
66,126.8859197312514,37.580923875308685
67,126.88593341704576,37.5809158635189
68,126.88596076792057,37.580899845012205
69,126.88597444745928,37.58089182652207
70,126.88598812699516,37.58088380803029
71,126.88600179746851,37.58087579026829
72,126.88601546793902,37.580867772504654
73,126.88604279779942,37.58085172752621
74,126.88605009865655,37.58084744130403
75,126.88607731781394,37.58083145882691
76,126.88607731781394,37.58083145882691
77,126.88610458179228,37.5808154490511
78,126.88610458179228,37.5808154490511
79,126.88613182017698,37.58079944648494
80,126.88615395878523,37.58078644002686
81,126.88616762663584,37.58077840625111
82,126.88618129448356,37.5807703724736
83,126.8861949623282,37.58076233869871
84,126.8862223166058,37.580746272450384
85,126.88623600303869,37.58073823997696
86,126.8862496887893,37.580730210138846
87,126.88626337453705,37.58072218029911
88,126.88629073895795,37.580706143828436
89,126.88629073895795,37.580706143828436
90,126.88631800010843,37.58069015976881
91,126.88633516052536,37.58068009807332
92,126.88636237294656,37.580664135167815
93,126.88636237294656,37.580664135167815
94,126.8863896216766,37.58064813432223
95,126.88641684076401,37.580632150877975
96,126.88641684076401,37.580632150877975
97,126.88644408944636,37.58061615002921
98,126.88644408944636,37.58061615002921
99,126.886471290528,37.580600174861154
100,126.88649852721657,37.58058416101323
101,126.88649852721657,37.58058416101323
102,126.88652566288174,37.58056817493153
103,126.88652961490044,37.580565844742615
104,126.88655679339865,37.58054981566633
105,126.8865839442747,37.58053380290814
106,126.8865839442747,37.58053380290814
107,126.8866111227489,37.58051777385293
108,126.88663829644518,37.5805017552424
109,126.88663829644518,37.5805017552424
110,126.88666549458824,37.58048573859312
111,126.88666549458824,37.58048573859312
112,126.88669266420473,37.58046974351435
113,126.88671980335569,37.580453767547546
114,126.88672267876386,37.580452074936375
115,126.88675003591403,37.58043604702
116,126.88676371446272,37.580428033076096
117,126.8867773930085,37.58042001913047
118,126.88681932166521,37.58046683202614
119,126.88684656738951,37.580450857281015
120,126.88685709312529,37.58044467914634
121,126.88687077038408,37.580436655133006
122,126.88688444764,37.58042863111797
123,126.88691187209349,37.58041248290902
124,126.88690000063275,37.5803558576515
125,126.8869303193047,37.580345745337965
126,126.8869303193047,37.580345745337965
127,126.88696063796873,37.580335633016425
128,126.88696063796873,37.580335633016425
129,126.8869889652504,37.580320967322905
130,126.8869889652504,37.580320967322905
131,126.8870172477862,37.58030646165812
132,126.8870363036052,37.58029668822173
133,126.8870363036052,37.58029668822173
134,126.8870646937992,37.580282513512685
135,126.8870646937992,37.580282513512685
136,126.8870921205667,37.58026878581617
137,126.88711979997231,37.580253155515706
138,126.88711979997231,37.580253155515706
139,126.88713348983026,37.5802451556436
140,126.8871561359128,37.58023192206528
141,126.8871697908583,37.58022385174439
142,126.88718344580084,37.58021578142176
143,126.88718344580084,37.58021578142176
144,126.88721052730014,37.580199739474146
145,126.88722612697501,37.58019049766917
146,126.88723975501676,37.58018242377596
147,126.88723975501676,37.58018242377596
148,126.88726698180086,37.58016631278585
149,126.88729144024157,37.58015185084207
150,126.88729144024157,37.58015185084207
151,126.88730523365528,37.580143773397204
152,126.88731902706598,37.5801356959506
153,126.88733381133645,37.580127109566895
154,126.88735611872109,37.58015015317492
155,126.8873611071422,37.580111125295204
156,126.88737306473027,37.58010581053654
157,126.88739090001734,37.580102854119026
158,126.88740002817666,37.5801032558245
159,126.88741321330241,37.58010618719013
160,126.88741569872043,37.580079156731976
161,126.88745233021706,37.58009389463043
162,126.88744299449226,37.5800631724403
163,126.88744299449226,37.5800631724403
164,126.88747934920387,37.580078095566186
