x,y
557.678200890321,-560.089513287276
551.65959644214,-555.651065862483
549.056790600454,-553.715490642215
546.934924192388,-552.143522230421
544.532928921322,-550.364209334926
542.123828390915,-548.582957398823
538.251973042828,-545.718548610203
535.817732416279,-543.925046610973
533.400982631934,-542.164410245816
532.924997754901,-541.817648757809
530.984232875238,-540.403774631304
529.002321014425,-538.949091989991
526.700298355438,-537.330005189499
524.39827575492,-535.710918515666
522.096253165812,-534.091831879436
519.794230588053,-532.472745263694
517.492208021704,-530.853658683343
515.190185462252,-529.234572135589
512.888162916421,-527.615485626018
510.586140381998,-525.996399149859
508.284117858955,-524.377312696168
505.982095345051,-522.758226277285
503.680072963743,-521.139140023362
503.680072844767,-521.139139906598
501.298660233104,-519.420854752512
498.878408656903,-517.674622623694
497.200102022103,-516.46799105229
495.521795391465,-515.261359493692
493.843488769442,-514.054727956282
492.640818734199,-513.157803568851
491.438147836521,-512.260879712507
490.235476937796,-511.363955876652
489.032806044717,-510.467032049295
487.830135174252,-509.570109174216
486.62746430498,-508.673186318927
485.424792462534,-507.776262534761
484.222120623552,-506.879338759791
483.019449758325,-505.98241546061
481.816778880817,-505.085492166436
480.614107982558,-504.188568394959
479.411437096725,-503.291644641293
478.208766222768,-502.394721362602
477.006095354485,-501.497798105214
475.80342448792,-500.600874378324
474.600753622548,-499.703950664938
473.398082762822,-498.807026961564
472.195411904318,-497.910103255977
470.992740117723,-497.013180540853
469.790068327809,-496.116257842841
468.58739747958,-495.219334166941
467.384726632514,-494.322410506757
466.182055784429,-493.425486854256
464.979384941991,-492.528563200358
463.77671316922,-491.63164055322
462.574041399883,-490.734717910389
461.371371518424,-489.837794278494
460.168701633647,-488.940870648577
458.966029872372,-488.043948029146
457.763358116772,-487.147025412509
455.358018332929,-485.353176316923
451.851623232604,-486.997726517475
450.663071637839,-486.082433208336
449.474520044267,-485.167139900477
448.285967982152,-484.251846616018
447.097415916749,-483.336553320267
445.908864331181,-482.421260054201
444.720312753558,-481.505966776145
443.531761151226,-480.590672564904
442.34320955454,-479.675378372755
441.154657978226,-478.76008512648
439.966106403077,-477.844791896619
439.301966554904,-477.333346234263
437.06066447547,-475.625963989041
434.819362372113,-473.918580843114
432.578060279728,-472.211197714183
430.336758198257,-470.503814646836
428.095456121035,-468.796431598697
425.854154057026,-467.089048568138
423.612851997208,-465.381665598579
421.371549950633,-463.674282650209
419.130247908248,-461.966899725238
416.888945872353,-460.25951684625
414.647643851884,-458.552134000558
412.406341835664,-456.844751181059
410.165039830386,-455.137368410455
407.970767158327,-453.484403272138
407.169190972822,-452.880570156594
404.758655691065,-451.108803825664
402.348120412393,-449.337037526631
401.338896854617,-448.59551418326
400.121808052452,-447.686261160743
398.904718224931,-446.777007721226
398.215146677463,-446.261758479151
395.807613198045,-444.48222535276
393.400078738294,-442.702690361395
390.992545302037,-440.923158237572
388.585011861938,-439.143625204662
386.177476972905,-437.364091283038
