,x,y
0,559.99,-552.03
1,555.061744674555,-552.790594623629
2,556.365128545624,-549.360858174479
3,553.971395551818,-547.591552575207
4,552.669992709775,-546.623764939578
5,551.368589710133,-545.655977354939
6,549.246723302067,-544.084008943145
7,546.844728031001,-542.304696047651
8,544.435627500594,-540.523444111547
9,542.967203465707,-539.4386877628
10,540.563772152508,-537.659035322927
11,539.346651831506,-536.762284317259
12,538.129531525958,-535.865533323698
13,535.712781741613,-534.10489695854
14,535.23679686458,-533.758135470534
15,533.296031984917,-532.344261344029
16,531.314120124104,-530.889578702715
17,529.012097465117,-529.270491902223
18,526.710074864599,-527.65140522839
19,524.40805227549,-526.03231859216
20,522.106029697732,-524.413231976419
21,519.804007131383,-522.794145396068
22,517.501984571931,-521.175058848313
23,515.1999620261,-519.555972338743
24,512.897939491677,-517.936885862583
25,510.595916968634,-516.317799408892
26,508.29389445473,-514.698712990009
27,505.991872073422,-513.079626736087
28,505.991871954446,-513.079626619322
29,503.610459342783,-511.361341465237
30,501.190207766582,-509.615109336418
31,499.511901131782,-508.408477765014
32,497.833594501144,-507.201846206416
33,496.155287879121,-505.995214669006
34,494.952617843878,-505.098290281575
35,493.7499469462,-504.201366425231
36,492.547276047475,-503.304442589376
37,491.344605154396,-502.40751876202
38,490.141934283931,-501.51059588694
39,488.939263414659,-500.613673031651
40,487.736591572213,-499.716749247485
41,486.533919733231,-498.819825472515
42,485.331248868004,-497.922902173335
43,484.128577990496,-497.02597887916
44,482.925907092237,-496.129055107683
45,481.723236206404,-495.232131354017
46,480.520565332447,-494.335208075326
47,479.317894464164,-493.438284817939
48,478.115223597599,-492.541361091049
49,476.912552732227,-491.644437377662
50,475.709881872501,-490.747513674288
51,474.507211013998,-489.850589968702
52,473.304539227402,-488.953667253577
53,472.101867437488,-488.056744555566
54,470.899196589259,-487.159820879665
55,469.696525742193,-486.262897219481
56,468.493854894108,-485.36597356698
57,467.29118405167,-484.469049913082
58,466.088512278899,-483.572127265944
59,464.885840509562,-482.675204623113
60,463.683170628103,-481.778280991218
61,462.480500743326,-480.881357361302
62,461.277828982051,-479.984434741871
63,460.075157226451,-479.087512125233
64,457.669817442608,-477.293663029648
65,454.163422342283,-478.938213230199
66,452.974870747518,-478.02291992106
67,451.786319153946,-477.107626613202
68,450.597767091831,-476.192333328743
69,449.409215026428,-475.277040032991
70,448.22066344086,-474.361746766926
71,447.032111863237,-473.44645348887
72,445.843560260905,-472.531159277628
73,444.655008664219,-471.615865085479
74,443.466457087905,-470.700571839204
75,442.277905512756,-469.785278609344
76,441.613765664583,-469.273832946988
77,439.372463585149,-467.566450701766
78,437.131161481792,-465.859067555838
79,434.889859389407,-464.151684426907
80,432.648557307936,-462.44430135956
81,430.407255230714,-460.736918311422
82,428.165953166705,-459.029535280862
83,425.924651106887,-457.322152311304
84,423.683349060311,-455.614769362933
85,421.442047017927,-453.907386437962
86,419.200744982032,-452.200003558975
87,416.959442961563,-450.492620713282
88,414.718140945343,-448.785237893783
89,412.476838940065,-447.077855123179
90,410.282566268006,-445.424889984862
91,409.480990082501,-444.821056869319
92,407.070454800744,-443.049290538388
93,404.659919522072,-441.277524239356
94,403.650695964296,-440.536000895984
95,402.433607162131,-439.626747873467
96,401.21651733461,-438.717494433951
97,400.526945787142,-438.202245191876
98,398.119412307724,-436.422712065484
99,395.711877847973,-434.643177074119
100,393.304344411716,-432.863644950297
101,390.896810971617,-431.084111917387
102,388.489276082584,-429.304577995762
103,386.08174337858,-427.52504528218
104,383.674211040527,-425.745512589784
105,381.26667450803,-423.965978312162
106,381.812599356761,-420.087235928485
107,376.970864713201,-420.814230372985
108,375.623782834717,-419.847879116046
109,373.195414627388,-418.105849075685
110,370.76704882028,-416.363819030318
111,368.33868112253,-414.621789528728
112,365.910315344061,-412.879760022829
113,363.48194961958,-411.137732457807
114,362.505107809042,-410.433665127465
115,362.093142222011,-405.609913810827
116,359.669073847423,-403.877531209467
117,357.245005465384,-402.145148638375
118,354.82093711632,-400.41276611059
119,352.39686877101,-398.680383602595
120,349.97280044744,-396.948001146987
121,347.548732136618,-395.215618716874
122,345.124663834062,-393.483236332745
123,342.700595563403,-391.75085494909
124,340.307515662318,-389.973212396931
125,337.918861690045,-388.183053805348
126,337.679051997091,-387.997549182824
127,335.324032063751,-386.198655097834
128,332.978226345245,-384.451667063376
129,330.557654870043,-382.645600453573
130,328.166114679489,-380.850685075363
131,325.848299047424,-379.113025934175
132,324.629065219119,-378.207932359627
133,322.258333725078,-376.429753123172
134,319.88799294059,-374.6370473867
135,317.492060807543,-372.852210680111
136,316.657299914086,-372.221967354738
137,314.312161931603,-370.468532236498
138,313.085900209533,-369.541999971117
139,311.859638489035,-368.615467721918
140,309.458738260213,-366.882401393931
141,307.089550878571,-365.075488821692
142,305.856210437642,-364.166569006834
143,304.240782720017,-362.966321075773
144,301.91103383856,-361.209438420921
145,299.539208326236,-359.42057063777
146,297.162904523148,-357.644603014896
147,295.949528623265,-356.743469418231
148,294.061838337317,-355.341456818133
149,291.692585790044,-353.596397489048
150,289.29973349986,-351.820610746015
151,288.072443771709,-350.915131553165
152,286.845154045828,-350.009652386508
153,285.326896302324,-348.868508137735
154,284.133061351904,-347.960073242052
155,282.939226404133,-347.05163835906
156,281.735696433383,-346.139614465269
157,280.532166466155,-345.227590569966
158,279.318698940313,-344.274434534805
159,276.96324740974,-342.491718763923
160,275.658619080039,-341.486557389349
161,274.353990758138,-340.481396037475
162,272.293487363592,-338.893864422543
163,270.407804464465,-337.44102761135
164,268.44902061899,-335.931867501787
165,266.971639183097,-334.793605971704
166,262.396082213973,-335.429345396436
167,261.177281225168,-334.518588826265
168,259.95848023613,-333.607832263196
169,258.646115887541,-332.629675497273
170,257.333751540029,-331.651518743457
171,257.4643973804,-327.557372713783
172,255.087585494776,-325.748314283062
173,251.229150298527,-327.080026495359
174,249.787731927247,-325.984002280603
175,248.662845453286,-325.160915177986
176,248.662844977147,-325.160914921756
177,246.316199010015,-323.464439563658
178,243.969553052603,-321.767964233849
179,241.622907109393,-320.071488938732
180,239.276261171423,-318.375013674814
181,236.929615236362,-316.678538460373
182,234.582969306541,-314.982063267236
183,234.212265941324,-310.634092160123
184,231.856456114076,-308.951672514407
185,229.500646321462,-307.269252911997
186,227.144836538772,-305.586833333569
187,224.765641392742,-305.331098810625
188,222.611408666018,-303.70468102742
189,222.421741894659,-303.342283944222
190,220.077407256971,-300.539574833326
191,217.702992303335,-299.038016746491
192,216.561745161054,-298.382283452172
193,213.009978075725,-295.492316639721
194,210.654168369229,-293.809897312634
195,208.298358674927,-292.127478018841
196,205.942548995032,-290.445058757528
197,203.586739318338,-288.762639538823
198,201.230929656022,-287.080220352598
199,198.87512000817,-285.397801199085
200,196.519310367972,-283.715382079449
201,194.163500739969,-282.032962993109
202,191.807691124103,-280.350543947746
203,190.574831266082,-279.430131616509
204,189.341971409254,-278.509719303548
205,186.944265528679,-276.724018231938
206,185.388239637347,-275.565181078128
207,182.992279457753,-273.780983818434
208,181.789368907581,-272.885213693809
209,180.5864583561,-271.989443571279
210,178.190498065911,-270.205245968159
211,176.987587340127,-269.309475556104
212,174.314631067138,-267.881304105716
213,172.986995648689,-266.329273975776
214,170.982895113013,-264.837966453955
215,169.487192468931,-263.724163337233
216,168.282411304894,-262.830406755996
217,165.872849963993,-261.042895041495
218,164.668069789341,-260.149139899733
219,163.463290557915,-259.255384037127
